,word,sent,order,search_word,relation
3581,ant,ant is related to insect.,1,ant,RelatedTo
3582,ant,ant is related to bug.,1,ant,RelatedTo
3583,ant,An ant is smaller than a cat.,1,ant,IsA
3584,ant,Fire ant is an ant.,1,ant,IsA
3585,ant,An ant can lift several times its own weight.,1,ant,CapableOf
3586,ant,an ant is a small insect.,1,ant,IsA
3587,ant,an ant can build a colony.,1,ant,CapableOf
3588,ant,flea is related to ant.,1,ant,RelatedTo
3589,ant,consonant is related to ant.,1,ant,RelatedTo
3590,ant,hill is related to ant.,1,ant,RelatedTo
3591,ant,rice is related to ant.,1,ant,RelatedTo
3592,ant,ant is related to legs.,1,ant,RelatedTo
3593,ant,ant is related to six.,1,ant,RelatedTo
3594,ant,ant is related to six legs.,1,ant,RelatedTo
3595,ant,ant is related to tiny.,1,ant,RelatedTo
3596,ant,ant is related to colony.,1,ant,RelatedTo
3597,ant,ant is related to insect colony.,1,ant,RelatedTo
3598,ant,ant is related to small.,1,ant,RelatedTo
3599,ant,ant is related to small insect.,1,ant,RelatedTo
3600,ant,ant is related to black.,1,ant,RelatedTo
3601,ant,entire is related to ant.,1,ant,RelatedTo
3602,ant,pest is related to ant.,1,ant,RelatedTo
3603,ant,ant is related to picnics.,1,ant,RelatedTo
3604,ant,little is related to ant.,1,ant,RelatedTo
3605,ant,ant is related to tiny insect.,1,ant,RelatedTo
3606,ant,anticipation is related to ant.,1,ant,RelatedTo
3607,ant,ant is related to steals.,1,ant,RelatedTo
3608,ant,ant is related to food.,1,ant,RelatedTo
3609,ant,ant is related to steals food.,1,ant,RelatedTo
3610,ant,ant is related to heavy loads.,1,ant,RelatedTo
3611,ant,ant is related to loads.,1,ant,RelatedTo
3612,ant,ant is related to heavy.,1,ant,RelatedTo
3613,ant,important is related to ant.,1,ant,RelatedTo
3614,ant,ant is related to industrious insect.,1,ant,RelatedTo
3615,ant,ant is related to industrious.,1,ant,RelatedTo
3616,ant,tolerant is related to ant.,1,ant,RelatedTo
3617,ant,ant is related to social.,1,ant,RelatedTo
3618,ant,ant is related to social insect.,1,ant,RelatedTo
3619,ant,poison is related to ant.,1,ant,RelatedTo
3620,grasshopper,Gafanhotos is a translation of grasshopper.,1,grasshopper,Synonym
3621,grasshopper,Gafanhoto is a translation of grasshopper.,1,grasshopper,Synonym
3622,grasshopper,sauterelle is a translation of grasshopper.,1,grasshopper,Synonym
3623,grasshopper,hopper is a synonym of grasshopper.,1,grasshopper,Synonym
3624,grasshopper,cavalletta is a translation of grasshopper.,1,grasshopper,Synonym
3625,grasshopper,grasshopper is a type of cocktail.,1,grasshopper,IsA
3626,grasshopper,belalang is a translation of grasshopper.,1,grasshopper,Synonym
3627,grasshopper,caelifera is a translation of grasshopper.,1,grasshopper,Synonym
3628,grasshopper,sauterelle is a translation of grasshopper.,1,grasshopper,Synonym
3629,grasshopper,grasshopper is a type of orthopterous insect.,1,grasshopper,IsA
3630,grasshopper,saltamontes is a translation of grasshopper.,1,grasshopper,Synonym
3631,grasshopper,matxinsalto is a translation of grasshopper.,1,grasshopper,Synonym
3632,grasshopper,saltamontes is a translation of grasshopper.,1,grasshopper,Synonym
3633,grasshopper,criquet is a translation of grasshopper.,1,grasshopper,Synonym
3634,grasshopper,belalang is a translation of grasshopper.,1,grasshopper,Synonym
3635,grasshopper,sauterelles is a translation of grasshopper.,1,grasshopper,Synonym
3636,grasshopper,criquet is a translation of grasshopper.,1,grasshopper,Synonym
3637,grasshopper,grasshopper can jump high.,1,grasshopper,CapableOf
3638,grasshopper,A grasshopper can jump from one weed to another.,1,grasshopper,CapableOf
3639,grasshopper,The grasshopper is an insect that hops.,1,grasshopper,IsA
3640,grasshopper,grasshopper is related to insect.,1,grasshopper,RelatedTo
3641,grasshopper,grasshopper is related to green.,1,grasshopper,RelatedTo
3642,grasshopper,grasshopper is related to bug.,1,grasshopper,RelatedTo
3643,grasshopper,grasshopper is related to green insect.,1,grasshopper,RelatedTo
3644,grasshopper,grasshopper is related to hopping.,1,grasshopper,RelatedTo
3645,grasshopper,grasshopper is related to hopping insect.,1,grasshopper,RelatedTo
3646,grasshopper,grasshopper is related to cricket.,1,grasshopper,RelatedTo
3647,grasshopper,grasshopper is related to wings.,1,grasshopper,RelatedTo
3648,grasshopper,grasshopper is related to big wings.,1,grasshopper,RelatedTo
3649,grasshopper,grasshopper is related to big.,1,grasshopper,RelatedTo
3650,cockroach,Blattaria is a translation of cockroach.,1,cockroach,Synonym
3651,cockroach,Baratas is a translation of cockroach.,1,cockroach,Synonym
3652,cockroach,blata is a translation of cockroach.,1,cockroach,Synonym
3653,cockroach,German cockroach is a type of cockroach.,1,cockroach,IsA
3654,cockroach,blatte is a translation of cockroach.,1,cockroach,Synonym
3655,cockroach,cuca panera is a translation of cockroach.,1,cockroach,Synonym
3656,cockroach,cascuda is a translation of cockroach.,1,cockroach,Synonym
3657,cockroach,russakka is a translation of cockroach.,1,cockroach,Synonym
3658,cockroach,blattes is a translation of cockroach.,1,cockroach,Synonym
3659,cockroach,scarafaggio is a translation of cockroach.,1,cockroach,Synonym
3660,cockroach,barata is a translation of cockroach.,1,cockroach,Synonym
3661,cockroach,cockroach is a type of dictyopterous insect.,1,cockroach,IsA
3662,cockroach,cafard is a translation of cockroach.,1,cockroach,Synonym
3663,cockroach,lipas is a translation of cockroach.,1,cockroach,Synonym
3664,cockroach,labezomorro is a translation of cockroach.,1,cockroach,Synonym
3665,cockroach,blatta is a translation of cockroach.,1,cockroach,Synonym
3666,cockroach,oriental cockroach is a type of cockroach.,1,cockroach,IsA
3667,cockroach,escarabat de cuina is a translation of cockroach.,1,cockroach,Synonym
3668,cockroach,roach is a synonym of cockroach.,1,cockroach,Synonym
3669,cockroach,American cockroach is a type of cockroach.,1,cockroach,IsA
3670,cockroach,cancrelat is a translation of cockroach.,1,cockroach,Synonym
3671,cockroach,giant cockroach is a type of cockroach.,1,cockroach,IsA
3672,cockroach,lipas is a translation of cockroach.,1,cockroach,Synonym
3673,cockroach,torakka is a translation of cockroach.,1,cockroach,Synonym
3674,cockroach,blattodea is a translation of cockroach.,1,cockroach,Synonym
3675,cockroach,gardon is a translation of cockroach.,1,cockroach,Synonym
3676,cockroach,Australian cockroach is a type of cockroach.,1,cockroach,IsA
3677,cockroach,kecoa is a translation of cockroach.,1,cockroach,Synonym
3678,cockroach,coquerelle is a translation of cockroach.,1,cockroach,Synonym
3679,cicada,reriang is a translation of cicada.,1,cicada,Synonym
3680,cicada,Sphecius speciosus is a translation of cicada.,1,cicada,Synonym
3681,cicada,cicadidae is a translation of cicada.,1,cicada,Synonym
3682,cicada,cigarra is a translation of cicada.,1,cicada,Synonym
3683,cicada,cicadidae is a translation of cicada.,1,cicada,Synonym
3684,cicada,cicala is a translation of cicada.,1,cicada,Synonym
3685,cicada,txitxar is a translation of cicada.,1,cicada,Synonym
3686,cicada,cicala is a synonym of cicada.,1,cicada,Synonym
3687,cicada,cigarra is a translation of cicada.,1,cicada,Synonym
3688,cicada,cengkerik is a translation of cicada.,1,cicada,Synonym
3689,cicada,cigala is a translation of cicada.,1,cicada,Synonym
3690,cicada,carricanta is a translation of cicada.,1,cicada,Synonym
3691,cicada,cengkerik is a translation of cicada.,1,cicada,Synonym
3692,cicada,tonggeret is a translation of cicada.,1,cicada,Synonym
3693,cicada,cigale is a translation of cicada.,1,cicada,Synonym
3694,cicada,cicada is a type of homopterous insect.,1,cicada,IsA
3695,cicada,reriang is a translation of cicada.,1,cicada,Synonym
3696,cicada,cicada is a insect.,1,cicada,IsA
3697,leafhopper,Cicadellidae is a translation of leafhopper.,1,leafhopper,Synonym
3698,leafhopper,leafhopper is a type of homopterous insect.,1,leafhopper,IsA
3699,leafhopper,jassid is a type of leafhopper.,1,leafhopper,IsA
3700,leafhopper,pikkukaskas is a translation of leafhopper.,1,leafhopper,Synonym
3701,leafhopper,lelompat daun is a translation of leafhopper.,1,leafhopper,Synonym
3702,lacewing,verkkosiipiset is a translation of lacewing.,1,lacewing,Synonym
3703,lacewing,lacewing fly is a synonym of lacewing.,1,lacewing,Synonym
3704,lacewing,green lacewing is a type of lacewing.,1,lacewing,IsA
3705,lacewing,lacewing is a type of neuropteron.,1,lacewing,IsA
3706,lacewing,brown lacewing is a type of lacewing.,1,lacewing,IsA
3707,dragonfly,skeeter hawk is a synonym of dragonfly.,1,dragonfly,Synonym
3708,dragonfly,mosquito hawk is a synonym of dragonfly.,1,dragonfly,Synonym
3709,dragonfly,sesibar is a translation of dragonfly.,1,dragonfly,Synonym
3710,dragonfly,darning needle is a synonym of dragonfly.,1,dragonfly,Synonym
3711,dragonfly,pepatung is a translation of dragonfly.,1,dragonfly,Synonym
3712,dragonfly,burruntzi is a translation of dragonfly.,1,dragonfly,Synonym
3713,dragonfly,espiadimonis is a translation of dragonfly.,1,dragonfly,Synonym
3714,dragonfly,sesibar is a translation of dragonfly.,1,dragonfly,Synonym
3715,dragonfly,sewing needle is a synonym of dragonfly.,1,dragonfly,Synonym
3716,dragonfly,pirunpuntari is a translation of dragonfly.,1,dragonfly,Synonym
3717,dragonfly,capung is a translation of dragonfly.,1,dragonfly,Synonym
3718,dragonfly,patung is a translation of dragonfly.,1,dragonfly,Synonym
3719,dragonfly,sesibur is a translation of dragonfly.,1,dragonfly,Synonym
3720,dragonfly,libelinha is a translation of dragonfly.,1,dragonfly,Synonym
3721,dragonfly,sesibur is a translation of dragonfly.,1,dragonfly,Synonym
3722,dragonfly,patung is a translation of dragonfly.,1,dragonfly,Synonym
3723,dragonfly,A dragonfly has two sets of wings.,1,dragonfly,HasA
3724,dragonfly,libellules is a translation of dragonfly.,1,dragonfly,Synonym
3725,dragonfly,belalang patung is a translation of dragonfly.,1,dragonfly,Synonym
3726,dragonfly,snake doctor is a synonym of dragonfly.,1,dragonfly,Synonym
3727,dragonfly,pepatung is a translation of dragonfly.,1,dragonfly,Synonym
3728,dragonfly,libellula is a translation of dragonfly.,1,dragonfly,Synonym
3729,dragonfly,snake feeder is a synonym of dragonfly.,1,dragonfly,Synonym
3730,dragonfly,anisoptera is a translation of dragonfly.,1,dragonfly,Synonym
3731,dragonfly,dragonfly is a type of odonate.,1,dragonfly,IsA
3732,dragonfly,libellule is a translation of dragonfly.,1,dragonfly,Synonym
3733,dragonfly,capung is a translation of dragonfly.,1,dragonfly,Synonym
3734,dragonfly,sudenkorento is a translation of dragonfly.,1,dragonfly,Synonym
3735,dragonfly,belalang patung is a translation of dragonfly.,1,dragonfly,Synonym
3736,dragonfly,An activity a dragonfly can do is fly.,1,dragonfly,CapableOf
3737,damselfly,demoiselles is a translation of damselfly.,1,damselfly,Synonym
3738,damselfly,demoiselle is a translation of damselfly.,1,damselfly,Synonym
3739,damselfly,pepatung jarum is a translation of damselfly.,1,damselfly,Synonym
3740,damselfly,damselfly is a type of odonate.,1,damselfly,IsA
3741,damselfly,Zygoptera is a translation of damselfly.,1,damselfly,Synonym
3742,damselfly,zygoptera is a translation of damselfly.,1,damselfly,Synonym
3743,damselfly,hentosudenkorento is a translation of damselfly.,1,damselfly,Synonym
3744,starfish,Estrela do Mar is a translation of starfish.,1,starfish,Synonym
3745,starfish,estrelamar is a translation of starfish.,1,starfish,Synonym
3746,starfish,starfish is a type of echinoderm.,1,starfish,IsA
3747,starfish,sea star is a synonym of starfish.,1,starfish,Synonym
3748,starfish,stella marina is a translation of starfish.,1,starfish,Synonym
3749,starfish,tapak sulaiman is a translation of starfish.,1,starfish,Synonym
3750,starfish,bintang laut is a translation of starfish.,1,starfish,Synonym
3751,starfish,itsas izar is a translation of starfish.,1,starfish,Synonym
3752,starfish,estrella de mar is a translation of starfish.,1,starfish,Synonym
3753,starfish,stella di mare is a translation of starfish.,1,starfish,Synonym
3754,starfish,asteria is a translation of starfish.,1,starfish,Synonym
3755,starfish,asteroidea is a translation of starfish.,1,starfish,Synonym
3756,starfish,starfish have no brain.,1,starfish,HasA
3757,starfish,Something you find underwater is starfish.,1,starfish,IsA
3758,starfish,hand is related to starfish.,1,starfish,RelatedTo
3759,hare,rabbit is related to hare.,1,hare,RelatedTo
3760,hare,lebre is a translation of hare.,1,hare,Synonym
3761,hare,sejenis arnab is a translation of hare.,1,hare,Synonym
3762,hare,cabut is a translation of hare.,1,hare,Synonym
3763,hare,llebre is a translation of hare.,1,hare,Synonym
3764,hare,cabut is a translation of hare.,1,hare,Synonym
3765,hare,leveret is a type of hare.,1,hare,IsA
3766,hare,snowshoe hare is a type of hare.,1,hare,IsA
3767,hare,cabut lari is a translation of hare.,1,hare,Synonym
3768,hare,hare is a type of leporid.,1,hare,IsA
3769,hare,jackrabbit is a type of hare.,1,hare,IsA
3770,hare,polar hare is a type of hare.,1,hare,IsA
3771,hare,hare is a synonym of rabbit.,1,hare,Synonym
3772,hare,erbi is a translation of hare.,1,hare,Synonym
3773,hare,hase is a translation of hare.,1,hare,Synonym
3774,hare,hase is a translation of hare.,1,hare,Synonym
3775,hare,lebre is a translation of hare.,1,hare,Synonym
3776,hare,hare is a way to run.,1,hare,MannerOf
3777,hare,lepre is a translation of hare.,1,hare,Synonym
3778,hare,European hare is a type of hare.,1,hare,IsA
3779,hare,rabbit is a part of hare.,1,hare,PartOf
3780,hare,hare is related to rabbit.,1,hare,RelatedTo
3781,hare,A hare can race a tortoise.,1,hare,CapableOf
3782,hare,hare is related to animal.,1,hare,RelatedTo
3783,hare,hare is related to ugly rabbit.,1,hare,RelatedTo
3784,hare,hare is related to ugly.,1,hare,RelatedTo
3785,hamster,Hamster is a translation of hamster.,1,hamster,Synonym
3786,hamster,A hamster is a type of rodent.,1,hamster,IsA
3787,hamster,cricetinae is a translation of hamster.,1,hamster,Synonym
3788,hamster,hamster is a translation of hamster.,1,hamster,Synonym
3789,hamster,Hamster is a translation of hamster.,1,hamster,Synonym
3790,hamster,golden hamster is a type of hamster.,1,hamster,IsA
3791,hamster,Hamsters is a translation of hamster.,1,hamster,Synonym
3792,hamster,hamster is a translation of hamster.,1,hamster,Synonym
3793,hamster,hamster is a translation of hamster.,1,hamster,Synonym
3794,hamster,criceto is a translation of hamster.,1,hamster,Synonym
3795,hamster,Eurasian hamster is a type of hamster.,1,hamster,IsA
3796,hamster,hamster is a translation of hamster.,1,hamster,Synonym
3797,hamster,hamster is a type of rodent.,1,hamster,IsA
3798,hamster,hamsters is a translation of hamster.,1,hamster,Synonym
3799,hamster,hamsteri is a translation of hamster.,1,hamster,Synonym
3800,hamster,hamster is related to pet.,1,hamster,RelatedTo
3801,hamster,hamster is related to gerbil.,1,hamster,RelatedTo
3802,hamster,hamster is related to rat.,1,hamster,RelatedTo
3803,hamster,hamster is related to mouse.,1,hamster,RelatedTo
3804,hamster,hamster is related to guinea pig.,1,hamster,RelatedTo
3805,hamster,An activity a hamster can do is burrow.,1,hamster,CapableOf
3806,hamster,An activity a hamster can do is spin on a wheel.,1,hamster,CapableOf
3807,hamster,A hamster is a small rodent.,1,hamster,IsA
3808,hamster,You are likely to find a hamster in a hamster wheel.,1,hamster,AtLocation
3809,hamster,hamster is related to rodent.,1,hamster,RelatedTo
3810,hamster,hamster is related to cage.,1,hamster,RelatedTo
3811,hamster,hamster is related to small.,1,hamster,RelatedTo
3812,hamster,hamster is related to animal.,1,hamster,RelatedTo
3813,hamster,hamster is related to pet rodent.,1,hamster,RelatedTo
3814,hamster,hamster is related to wheel.,1,hamster,RelatedTo
3815,hamster,squirrel is related to hamster.,1,hamster,RelatedTo
3816,hamster,hamster is related to fur.,1,hamster,RelatedTo
3817,hamster,hamster is related to small animal.,1,hamster,RelatedTo
3818,hamster,hamster is related to like.,1,hamster,RelatedTo
3819,hamster,hamster is related to like gerbil.,1,hamster,RelatedTo
3820,hamster,hamster is related to small pet.,1,hamster,RelatedTo
3821,hamster,hamster is related to furry.,1,hamster,RelatedTo
3822,hamster,hamster is related to pig.,1,hamster,RelatedTo
3823,hamster,hamster is related to guinea.,1,hamster,RelatedTo
3824,hamster,hamster is related to rodent pet.,1,hamster,RelatedTo
3825,hamster,hamster is related to gerbil rodent.,1,hamster,RelatedTo
3826,hamster,hamster is related to furry rodent.,1,hamster,RelatedTo
3827,porcupine,Porco espinho is a translation of porcupine.,1,porcupine,Synonym
3828,porcupine,porcospino is a translation of porcupine.,1,porcupine,Synonym
3829,porcupine,Old World porcupine is a type of porcupine.,1,porcupine,IsA
3830,porcupine,piikkisika is a translation of porcupine.,1,porcupine,Synonym
3831,porcupine,landak kecil is a translation of porcupine.,1,porcupine,Synonym
3832,porcupine,landak is a translation of porcupine.,1,porcupine,Synonym
3833,porcupine,kirikino is a translation of porcupine.,1,porcupine,Synonym
3834,porcupine,landak is a translation of porcupine.,1,porcupine,Synonym
3835,porcupine,porcupine is a type of rodent.,1,porcupine,IsA
3836,porcupine,triku is a translation of porcupine.,1,porcupine,Synonym
3837,porcupine,quill is a part of porcupine.,1,porcupine,PartOf
3838,porcupine,sagarroi is a translation of porcupine.,1,porcupine,Synonym
3839,porcupine,istrice is a translation of porcupine.,1,porcupine,Synonym
3840,porcupine,New World porcupine is a type of porcupine.,1,porcupine,IsA
3841,porcupine,hedgehog is a synonym of porcupine.,1,porcupine,Synonym
3842,porcupine,erinaceinae is a translation of porcupine.,1,porcupine,Synonym
3843,porcupine,landak kecil is a translation of porcupine.,1,porcupine,Synonym
3844,porcupine,hedge is related to porcupine.,1,porcupine,RelatedTo
3845,porcupine,quill is related to porcupine.,1,porcupine,RelatedTo
3846,marmot,You are likely to find a marmot in the jungle.,1,marmot,AtLocation
3847,marmot,You are likely to find a marmot in a cage.,1,marmot,AtLocation
3848,marmot,You are likely to find a marmot in its burrow.,1,marmot,AtLocation
3849,marmot,You are likely to find a marmot in Vancouver Island.,1,marmot,AtLocation
3850,marmot,You are likely to find a marmot in north america.,1,marmot,AtLocation
3851,marmot,You are likely to find a marmot in the outdoors.,1,marmot,AtLocation
3852,marmot,You are likely to find a marmot in the northern hemisphere.,1,marmot,AtLocation
3853,marmot,marmot is a translation of marmot.,1,marmot,Synonym
3854,marmot,yellowbelly marmot is a type of marmot.,1,marmot,IsA
3855,marmot,You are likely to find a marmot in the wild.,1,marmot,AtLocation
3856,marmot,marmota is a translation of marmot.,1,marmot,Synonym
3857,marmot,murmeli is a translation of marmot.,1,marmot,Synonym
3858,marmot,You are likely to find a marmot in a hole in the ground.,1,marmot,AtLocation
3859,marmot,marmota is a translation of marmot.,1,marmot,Synonym
3860,marmot,groundhog is a type of marmot.,1,marmot,IsA
3861,marmot,marmot is a translation of marmot.,1,marmot,Synonym
3862,marmot,You are likely to find a marmot in in the wild.,1,marmot,AtLocation
3863,marmot,hoary marmot is a type of marmot.,1,marmot,IsA
3864,marmot,marmotte is a translation of marmot.,1,marmot,Synonym
3865,marmot,marmot is a translation of marmot.,1,marmot,Synonym
3866,marmot,marmot is a type of rodent.,1,marmot,IsA
3867,marmot,marmotta is a translation of marmot.,1,marmot,Synonym
3868,marmot,You are likely to find a marmot in a tree.,1,marmot,AtLocation
3869,marmot,marmota is a translation of marmot.,1,marmot,Synonym
3870,marmot,You are likely to find a marmot in Colorado.,1,marmot,AtLocation
3871,marmot,You are likely to find a marmot in the United States.,1,marmot,AtLocation
3872,marmot,You are likely to find a marmot in Africa.,1,marmot,AtLocation
3873,marmot,You are likely to find a marmot in a marmots burrow.,1,marmot,AtLocation
3874,marmot,You are likely to find a marmot in high mountains.,1,marmot,AtLocation
3875,marmot,You are likely to find a marmot in plane.,1,marmot,AtLocation
3876,marmot,You are likely to find a marmot in a closet.,1,marmot,AtLocation
3877,marmot,You are likely to find a marmot in the wilderness.,1,marmot,AtLocation
3878,marmot,You are likely to find a marmot in a burrow in the ground.,1,marmot,AtLocation
3879,marmot,You are likely to find a marmot in South America.,1,marmot,AtLocation
3880,marmot,You are likely to find a marmot in a rocky hillside.,1,marmot,AtLocation
3881,marmot,You are likely to find a marmot in the attice.,1,marmot,AtLocation
3882,marmot,You are likely to find a marmot in the Detroit zoo.,1,marmot,AtLocation
3883,marmot,You are likely to find a marmot in earth.,1,marmot,AtLocation
3884,marmot,You are likely to find a marmot in a fur coat.,1,marmot,AtLocation
3885,marmot,You are likely to find a marmot in the Sierra Nevada.,1,marmot,AtLocation
3886,marmot,You are likely to find a marmot in nature.,1,marmot,AtLocation
3887,marmot,You are likely to find a marmot in the countryside.,1,marmot,AtLocation
3888,marmot,You are likely to find a marmot in outside.,1,marmot,AtLocation
3889,marmot,You are likely to find a marmot in the ground.,1,marmot,AtLocation
3890,marmot,You are likely to find a marmot in Burrow underground.,1,marmot,AtLocation
3891,marmot,You are likely to find a marmot in a California zoo.,1,marmot,AtLocation
3892,marmot,You are likely to find a marmot in an encyclopedia.,1,marmot,AtLocation
3893,marmot,You are likely to find a marmot in a crevise.,1,marmot,AtLocation
3894,marmot,You are likely to find a marmot in the Alps.,1,marmot,AtLocation
3895,marmot,You are likely to find a marmot in the Yellow pages.,1,marmot,AtLocation
3896,marmot,You are likely to find a marmot in a Discovery Channel documentary.,1,marmot,AtLocation
3897,marmot,You are likely to find a marmot in a mountainous area.,1,marmot,AtLocation
3898,marmot,You are likely to find a marmot in northern climates.,1,marmot,AtLocation
3899,marmot,You are likely to find a marmot in the moutians.,1,marmot,AtLocation
3900,marmot,You are likely to find a marmot in the rockies.,1,marmot,AtLocation
3901,marmot,You are likely to find a marmot in movie.,1,marmot,AtLocation
3902,marmot,You are likely to find a marmot in the world.,1,marmot,AtLocation
3903,marmot,You are likely to find a marmot in magazine photos.,1,marmot,AtLocation
3904,marmot,You are likely to find a marmot in australia.,1,marmot,AtLocation
3905,marmot,You are likely to find a marmot in the great outdoors.,1,marmot,AtLocation
3906,marmot,You are likely to find a marmot in a field.,1,marmot,AtLocation
3907,marmot,You are likely to find a marmot in a coffee table book.,1,marmot,AtLocation
3908,marmot,You are likely to find a marmot in an artic climate.,1,marmot,AtLocation
3909,marmot,You are likely to find a marmot in the action of digging.,1,marmot,AtLocation
3910,marmot,You are likely to find a marmot in the Rocky Mountains.,1,marmot,AtLocation
3911,marmot,You are likely to find a marmot in a wood pile.,1,marmot,AtLocation
3912,marmot,You are likely to find a marmot in the Pyrenees.,1,marmot,AtLocation
3913,marmot,You are likely to find a marmot in a mountainous region.,1,marmot,AtLocation
3914,marmot,You are likely to find a marmot in cartoon.,1,marmot,AtLocation
3915,marmot,You are likely to find a marmot in a petting zoo.,1,marmot,AtLocation
3916,marmot,You are likely to find a marmot in a rockpile.,1,marmot,AtLocation
3917,marmot,You are likely to find a marmot in marmotville.,1,marmot,AtLocation
3918,marmot,You are likely to find a marmot in a cloud of smog.,1,marmot,AtLocation
3919,marmot,You are likely to find a marmot in Europe.,1,marmot,AtLocation
3920,marmot,You are likely to find a marmot in an alpine environment.,1,marmot,AtLocation
3921,marmot,You are likely to find a marmot in a bush.,1,marmot,AtLocation
3922,marmot,You are likely to find a marmot in the SIerra Nevada mountains.,1,marmot,AtLocation
3923,marmot,You are likely to find a marmot in the steppes.,1,marmot,AtLocation
3924,marmot,You are likely to find a marmot in the Great Plains.,1,marmot,AtLocation
3925,marmot,You are likely to find a marmot in switzerland.,1,marmot,AtLocation
3926,marmot,You are likely to find a marmot in a group.,1,marmot,AtLocation
3927,marmot,You are likely to find a marmot in the Sierras.,1,marmot,AtLocation
3928,marmot,You are likely to find a marmot in an American forest.,1,marmot,AtLocation
3929,marmot,You are likely to find a marmot in reality.,1,marmot,AtLocation
3930,marmot,You are likely to find a marmot in montain.,1,marmot,AtLocation
3931,marmot,You are likely to find a marmot in a marmot wedding.,1,marmot,AtLocation
3932,marmot,You are likely to find a marmot in teh Rocky Mountains.,1,marmot,AtLocation
3933,marmot,You are likely to find a marmot in a hiding place.,1,marmot,AtLocation
3934,marmot,You are likely to find a marmot in stew.,1,marmot,AtLocation
3935,marmot,You are likely to find a marmot in Mongolia.,1,marmot,AtLocation
3936,marmot,You are likely to find a marmot in all ski resorts.,1,marmot,AtLocation
3937,marmot,You are likely to find a marmot in Jasper.,1,marmot,AtLocation
3938,marmot,You are likely to find a marmot in new zealand.,1,marmot,AtLocation
3939,beaver,You are likely to find a beaver in a zoo.,1,beaver,AtLocation
3940,beaver,You are likely to find a beaver in canada.,1,beaver,AtLocation
3941,beaver,beaver is a translation of beaver.,1,beaver,Synonym
3942,beaver,Beaver is a translation of Beaver.,1,beaver,Synonym
3943,beaver,pell de castor is a translation of beaver.,1,beaver,Synonym
3944,beaver,New World beaver is a type of beaver.,1,beaver,IsA
3945,beaver,partasuu is a translation of beaver.,1,beaver,Synonym
3946,beaver,kastore is a translation of beaver.,1,beaver,Synonym
3947,beaver,castor is a translation of beaver.,1,beaver,Synonym
3948,beaver,uurastaa is a translation of beaver.,1,beaver,Synonym
3949,beaver,bertekun is a translation of beaver.,1,beaver,Synonym
3950,beaver,castor is a translation of beaver.,1,beaver,Synonym
3951,beaver,janggut is a translation of beaver.,1,beaver,Synonym
3952,beaver,bekerja dengan rajin is a translation of beaver.,1,beaver,Synonym
3953,beaver,Oregonian is a synonym of Beaver.,1,beaver,Synonym
3954,beaver,Beaver is a type of American.,1,beaver,IsA
3955,beaver,Old World beaver is a type of beaver.,1,beaver,IsA
3956,beaver,The beaver is a mammal.,1,beaver,IsA
3957,beaver,janggut is a translation of beaver.,1,beaver,Synonym
3958,beaver,bekerja dengan rajin is a translation of beaver.,1,beaver,Synonym
3959,beaver,castor is a translation of beaver.,1,beaver,Synonym
3960,beaver,beaver is a type of armor plate.,1,beaver,IsA
3961,beaver,penduduk asli Oregon is a translation of Beaver.,1,beaver,Synonym
3962,beaver,castor is a translation of beaver.,1,beaver,Synonym
3963,beaver,castor is a translation of beaver.,1,beaver,Synonym
3964,beaver,puurtaa is a translation of beaver.,1,beaver,Synonym
3965,beaver,karvalakki is a translation of beaver.,1,beaver,Synonym
3966,beaver,beaver is a synonym of dress hat.,1,beaver,Synonym
3967,beaver,You are likely to find a beaver in a beaver pond.,1,beaver,AtLocation
3968,beaver,castor is a translation of beaver.,1,beaver,Synonym
3969,beaver,majava is a translation of beaver.,1,beaver,Synonym
3970,beaver,majavannahka is a translation of beaver.,1,beaver,Synonym
3971,beaver,castoro is a translation of beaver.,1,beaver,Synonym
3972,beaver,beaver is a type of fur hat.,1,beaver,IsA
3973,beaver,beaver fur is a synonym of beaver.,1,beaver,Synonym
3974,beaver,castor is a translation of beaver.,1,beaver,Synonym
3975,beaver,You are likely to find a beaver in a beaver lodge.,1,beaver,AtLocation
3976,beaver,beaver is a type of rodent.,1,beaver,IsA
3977,beaver,You are likely to find a beaver in the wilderness.,1,beaver,AtLocation
3978,beaver,visiiri is a translation of beaver.,1,beaver,Synonym
3979,beaver,You are likely to find a beaver in Ontario.,1,beaver,AtLocation
3980,beaver,beaver is a part of helmet.,1,beaver,PartOf
3981,beaver,castoro is a translation of beaver.,1,beaver,Synonym
3982,beaver,kastore is a translation of beaver.,1,beaver,Synonym
3983,beaver,bekerja keras is a translation of beaver.,1,beaver,Synonym
3984,beaver,barbozza is a translation of beaver.,1,beaver,Synonym
3985,beaver,castor is a translation of beaver.,1,beaver,Synonym
3986,beaver,beaver is a translation of beaver.,1,beaver,Synonym
3987,beaver,coiro de castor is a translation of beaver.,1,beaver,Synonym
3988,beaver,castor is a synonym of beaver.,1,beaver,Synonym
3989,beaver,You are likely to find a beaver in a lodge.,1,beaver,AtLocation
3990,beaver,A beaver is an animal.,1,beaver,IsA
3991,beaver,You are likely to find a beaver in a beaver trap.,1,beaver,AtLocation
3992,beaver,ahkeroida is a translation of beaver.,1,beaver,Synonym
3993,beaver,barret de castor is a translation of beaver.,1,beaver,Synonym
3994,beaver,You are likely to find a beaver in books.,1,beaver,AtLocation
3995,beaver,bertekun is a translation of beaver.,1,beaver,Synonym
